P/N #,Product Discreption,Product Group Code,Product Price
CAB16396,TS2-T1 PNG CAB ASSY,B-T21,"$6,539.48"
CAB16397,TS2-T1 PNG CAB ASSY,B-T21,"$6,539.48"
CAB16398,"TS2-T1 CAB ASSY, Lee County SR 739 (US 41) at Laurel Drive",B-T21,"$5,398.78"
CAB16399,"TS2/T1 TYPE ""R"" CABINET CITY OF KENNEWICK",B-T21,"$5,524.54"
CAB16400,TS2-T1 PNG CAB ASSY TOWN OF GILBERT,B-T21,"$5,870.81"
CAB16401,TS2-T2 PNG CAB ASSY City of Whittier Spare Cabinets,B-T22,"$6,207.23"
CAB16402,TS1 HARDWIRED CAB,B-TS1,"$7,423.68"
CAB16403,"TS2-T1 PNG CAB ASSY , City of Garden GroveSpare CabinetsB-TS1",B-TS1,"$6,274.65"
cab16404,TS2-T1 PNG CAB ASSY CITY OF TORRANCE,B-T21,"$5,683.98"
CAB16405,TS2 TYPE1 PLUG-N-GO CAB A1A & 17TH INDIAN RIVER CNTY,B-T21,"$4,855.09"
CAB16406,TS2 TYPE1 PLUG-N-G0 NEMA CAB,B-T21,"$6,937.46"
CAB16407,TS2 TYPE 1 PLUG-N-GO NEMA CAB,B-T21,"$6,937.46"
CAB16408,TS2 TYPE 1 PLUG-N-GO NEMA CAB,B-T21,"$6,937.46"
CAB16409,TS2 TYPE 1 PLUG-N-GO NEMA CAB,B-T21,"$6,937.46"
CAB16410,TS2 TYPE 1 PLUG-N-GO NEMA CAB,B-T21,"$6,937.46"
CAB16411,TS1 HARDWIRED CAB Fort Smith Towson & Rogers,B-TS1,"$5,874.52"
CAB16412,"TS2 TYPE 1 PLUG-N-GO CABINET Provo, UT",B-T21,"$5,385.71"
CAB16413,TS2 TYPE 1 PLUG-N-GO CABCITY OF GREENVILLE NC,B-T21,"$7,614.90"
CAB16414,TS2 TYPE 1 PLUG-N-GO CAB CITY OF GREENVILLE,B-T21,"$7,614.90"
CAB16415,TS2-T1 PNG CAB ASSY CITY OF TEMPE,B-T21,"$5,989.97"
CAB16416,TS2-T1 PNG CAB ASSY Town of Front Royal,B-T21,"$5,074.71"
CAB16417,TS1 PNG CAB ASSY City of Manchester,B-TS1,"$10,477.27"
CAB16418,TS2-T2 HARDWIRED CABINET City of Tucson,B-T22,"$5,518.85"
CAB16419,TS2-T1 PNG HARDWIRED CAB ADOT,B-T21,"$6,816.19"
CAB16421,TS2-2 HARDWIRED CAB City of Los Alamitos Katella Ave @ Kaylor Street,B-T22,"$6,765.96"
CAB16423,TS1 HARDWIRED CAB CITY OF ONTARIO INLAND EMPIRE BLVD @ VIA MOLIN,B-TS1,"$9,584.69"
CAB16424,"TS1 HARDWIRED CAB PINE BLUFF, AR",B-TS1,"$4,976.64"
CAB16425,TS2-T2 PNG CAB ASSY County of San Bernardino Slover Avenue @ Locust Avenue,B-T22,"$6,444.30"
CAB16426,TS2-T2 PNG CAB ASSY County of San Bernardino Slover Avenue @ Laurel Avenue,B-T22,"$6,444.77"
CAB16428,TS1 PNG CAB ASSY CITY OF ST PETE,B-TS1,"$5,361.79"
CAB16429,TS2-T1 PNG CAB ASSY AKDOT - NORTHERN REGION AIRPORT WAY & PEGER ROAD,B-T21,"$11,926.00"
CAB16430,TS2-1 PNG CAB ASSY AKDOT - NORTHERN REGION AIRPORT WAY & WILBUR STREET,B-T21,"$11,934.55"
CAB16431,TS2-T1 PNG CAB ASSY AKDOT - NORTHERN REGION AIRPORT WAY & COWLES STREET,B-T21,"$11,838.90"
CAB16432,TS2-T1 PNG CAB ASSY City of Placentia YORBA LINDA BLV @ VALENCIA AVE,B-T21,"$6,152.00"
CAB16433,TS2-T1 PNG CAB ASSY AKDOT - NORTHERN REGION AIRPORT WAY & BARNETTE STREET,B-T21,"$13,471.85"
CAB16434,TS2-T1 PNG CAB ASSY AKDOT - NORTHERN REGION AIRPORT WAY & STEESE HWY,B-T21,"$11,839.13"
CAB16435,TS2-T1 PNG CAB ASSY CITY OF KENNEWICK STEPTOE & CENTER PARKWAY,B-T21,"$9,040.07"
CAB16436,TS2-T1 PNG CAB ASSY PASCO COUNTY SEVEN SPRING BLVD & PERRINE RA,B-T21,"$7,566.81"
CAB16437,TS2-T1 PNG CAB ASSY PASCO COUNTY GRAND BLVD & PERRINE RANCH RD,B-T21,"$6,356.63"
CAB16438,TS2-T1 HARDWIRED CAB CAMPBELL COMPANY NONE - TEST CABINETNONE - TEST CABINET,B-T21,"$6,566.40"
CAB16439,TS1 HARDWIRED CAB San Bernardino County,B-TS1,"$6,064.03"
CAB16440,TS2-T2 PNG CAB ASSY CITY OF HEMET Soboba Street@Mountain Avenue,B-T21,"$8,718.43"
CAB16441,TS2 TYPE 1 PLUG N GO CAB CITY OF PORTSMOUTH,B-T21,"$4,895.93"
CAB16442,"TS2-1 CABINET /NO CONTROLLER, MSF60 SEPC 2014  SAN FRANCISCO",B-T21,"$6,218.74"
CAB16443,TS2-T2 HARDWIRED EMPTY CAB Tucson/Pima County ITS Empty EMPTY SHELL,B-T22,$903.11
CAB16444,TS2-1 PNG CAB ASSY INDIAN RIVER COUNTY Sr. 60th and I-95 SB,B-T21,"$6,116.91"
CAB16445,TS2-T1 PNG CAB ASSY Indian River County Sr. 60th and I-95 NB,B-T21,"$6,116.91"
CAB16446,TS2-T1 PNG CAB ASSY PASCO COUNTY Ridge Road and Bass Lake,B-T21,"$7,566.82"
CAB16447,TS2-T1 PNG CAB ASSY PASCO COUNTY Ridge Road and Airway Blvd,B-T21,"$7,566.82"
CAB16448,TS2-1 PNG CAB ASSY  PASCO COUNTY Ridge Road and Kitty Hawk Dr,B-T21,"$7,566.82"
CAB16449,TS2-T1 PNG CAB ASSY PASCO COUNTY Ridge Road & River Ridge Blvd,B-T21,"$7,566.82"
CAB16450,TS2-T1 PNG CAB ASSY VOLUSIA COUNTY SR 40 @ WILLIAMSON BLVD,B-T21,"$6,865.08"
CAB16451,TS2-T1 PNG CAB ASSY Volusia County SR 40 @ CLYDE MORRIS BLVD,B-T21,"$6,865.08"
CAB16452,TS2-T1 PNG CAB ASSY Volusia County SR 40 @ CLYDE MORRIS BLVD,B-T21,"$6,865.08"
CAB16453,TS2-T1 PNG CAB ASSY Volusia County SPARE,B-T21,"$7,052.30"
CAB16454,TS2 TYPE 2 HARDWIRED CAB W/CONTROLLER CITY OF WHITTIER MULBERRY DR/GREENLEAF AVE,B-T22,"$6,243.27"
CAB16455,TS2-T1 PNG CAB ASSY CITY OF CHINO Fifth St. @ F St.,B-T22,"$8,932.64"
CAB16456,TS2-T1 PNG CAB ASSY TS2-T1 PNG CAB ASSYFifth St. @ F St.,B-T21,"$5,229.62"
CAB16457,TS2-T1 PNG CAB ASSY CITY OF DAVIS Fifth St. @ G St.Fifth St. @ G St.,B-T21,"$5,229.62"
CAB16458,TS2-T1 PNG CAB ASSY CITY OF DAVIS Fifth St. @ E St.,B-T21,"$4,693.03"
CAB16459,TS2-T2 PNG CAB ASSY CITY OF HEMET Cawstone Avenue @ Menlo Avenue,B-T22,"$8,932.64"
CAB16460,TS1 HARDWIRED CAB ASSY SAME AS CAB12228 W POLE MT SFM60 SHELL,B-TS1,"$3,499.75"
CAB16462,TS2-T1 PNG CAB ASSY CITY OF AUBURN SPARE CABINET,B-T21,"$8,177.78"
CAB16463,TS2-T1 PNG CAB ASSY CITY OF IDAHO FALLS SPARE CABINET,B-T21,"$5,409.15"
CAB16464,TS2 TYPE 2 HARDWIRED CAB 1ST STR & CENTENNIAL,B-T21,"$5,914.30"
CAB16465,TS2 TYPE 2 HARDWIRED CAB 1ST STR & EL CAMINO REAL,B-T21,"$6,034.20"
CAB16466,TS1 CAB ASSY,B-T21,"$6,889.85"
CAB16467,TS2-T1 PNG CAB ASSY VDOT SALEM (intersection could change),B-T21,"$7,746.46"
CAB16469,T2-T1 PNG CAB ASSY NMDOT Atkinson & Bland,B-T21,"$5,665.57"
CAB16470,TS2 TYPE 1 PNG CABINET WV,B-T21,"$4,610.51"
CAB16471,TS1 PNG CAB ASSY CITY OF MANCHESTER Chestnut @ Merrimack,B-TS1,"$5,004.40"
CAB16472,"TS2-T1 PNG CAB CASPER, WY STOCK",B-T21,"$5,473.61"
CAB16475,TS1 HARDWIRED CAB EMPTY DENVER WATER AUTHORITY,B-TS1,$396.02
CAB16476,TS1 HARDWIRED CAB WHATCOM COUNTY BIRCH BAY-LYNDEN RD/PORTAL WAY,B-TS1,"$12,436.33"
CAB16477,TS2-1 HARDWIRED CAB CITY OF SACRAMENTO COUNTY,B-T21,"$7,819.82"
CAB16479,TS2-T2 PNG CAB ASSY City of Lake Forest Alton Parkway @ C Drive,B-T22,"$7,527.13"
CAB16481,"TS2-T2 PNG CAB ASSY,SHREVERPORT,SPARES",B-T22,"$4,448.97"
CAB16482,"TS2-T1 PNG CAB ASSY,SIMI VALLEY,P CABINET FT 12",B-T21,"$5,143.03"
CAB16483,TS2-T1 PNG CAB ASSY SIMI VALLEY M CABINET FT 8,B-T21,"$4,942.60"
CAB16484,"TS2-T1 PNG CAB ASSY,NORMAN,HWY 9 REPLACEMENT",B-T21,"$5,109.54"
CAB16487,"TS2-T1 PNG CAB ASSY,Simi Valley,P Cabinet FT 16",B-T21,"$5,364.39"
CAB16488,"TS2-T1 PNG CAB ASSY,Simi Valley,O Cabinet FT 12 w/ RR",B-T21,"$5,200.97"
CAB16489,TS2-1 PNG CAB ASSY Simi Valley M Cabinet FT 8,B-T22,"$4,973.93"
CAB16490,TS2 TYPE 1 PLUG N GO CAB PINELLAS SR580 & SR590,B-T21,"$6,502.21"
CAB16492,TS2-2 PNG CAB ASSY CITY OF NORWALK Bloomfield Ave @ Firestone (S),B-T22,"$6,444.12"
CAB16493,TS2-T2 PNG CAB ASSY CITY OF NORWALK Bloomfield Ave @ Firestone (N),B-T22,"$6,591.60"
CAB16494,TS2 T2 PNG CAB ASSY CITY OF NORWALK Bloomfield Ave @ Markdale,B-T22,"$6,484.49"
CAB16495,TS1 HARDWIRED City of Placentia Placentia & 19th Street,B-TS1,"$8,135.82"
CAB16496,TS1 HARDWIRED CAB City of Placentia Placentia & Wilson Street,B-TS1,"$7,310.53"
CAB16497,TS2 TYPE 1 CAB HARDWIRED CITY OF KINGSPORT TN,B-T21,"$4,799.19"
CAB16499,TS2-T1 PNG CAB ASSY,B-T21,"$7,816.50"
CAB16504,TS1 CAB PLUG N GO WEST WHITELAND TOWNSHIP IRON LAKE & RTE 30B,B-T21,"$3,450.42"
CAB16505,TS2-T1 PNG CAB ASSY City of Ft. Pierce,B-T21,"$5,675.32"
CAB16506,TS2 TYPE 1 CAB PLUG N GO NEWPORT NEWS,B-T21,"$5,161.56"
CAB16507,TS2 TYPE 1 CAB PLUG N GO NEWPORT NEWS,B-T21,"$4,912.01"
CAB16508,TS2-T1 PNG CAB ASSY CITY OF CHINO SPARE,B-T21,"$4,090.90"
CAB16509,TS2-T1 PNG CAB ASSY VOLUSIA COUNTY SPARE,B-T21,"$7,353.27"
CAB16510,TS1 CAB HARDWIRED PALO ALTO,B-T21,"$3,324.12"
CAB16511,TS2 TYPE 1 CAB PLUG N GO TS2 TYPE 1 CAB PLUG N GO,B-T21,"$3,511.80"
CAB16512,TS2 TYPE 1 CAB PLUG N GO PAINTED SLAVE CITY/CASPER WY,B-T21,"$4,921.93"
CAB16513,TS2 TYPE 1 PLUG N GO CAB PAINTED MASTER CITY/CASPER WY,B-T21,"$5,113.58"
CAB16514,TS2 TYPE 1 CAB PLUG N GO NON/PAINTED SLAVE CITY/CASPER,B-T21,"$4,879.12"
CAB16515,TS2 TYPE 1 CAB PLUG N GO NON/PAINTED MASTER CITY/CASPER,B-T21,"$5,062.32"
CAB16516,TS2 TYPE 1 CAB P44 TUSTIN AVE/ ROSE DR,B-T21,"$5,961.40"
CAB16520,TS2-TYPE1 EMPTY CAB BISEL MFG,B-T21,$619.82
CAB16521,"TS2-TYPE1 CAB ASSY COUNTY OF PINELLAS, FL",B-T21,"$7,348.67"
CAB16522,TS2-TYPE1 CAB ASSY FAIRBANKS COUNTY,B-T21,"$11,345.05"
CAB16523,TS1 HARDWIRED CAB,B-T21,"$10,653.32"
CAB16524,TS2-TYPE1 CAB ASSY CITY OF FONTANA,B-T21,"$14,409.97"
CAB16525,TS2-T2 PLUG & GO CABNET CITY OF MISSION VIEJO,B-T21,"$6,682.07"
CAB16526,TS2-T1 PLUG-N-GO CAB ASSY City of Chino,B-T21,"$4,773.20"
CAB16527,TS2-T1 PLUG-N-GO CAB ASSY CITY OF FONTANA,B-TS1,"$11,294.33"
CAB16528,TS2-T1 PLUG-N-GO CAB ASSY CITY OF NOMAN,B-T21,"$5,598.51"
CAB16529,TS2-T1 PLUG-N-GO CAB ASSY CITY OF NOMAN,B-T21,"$5,598.51"
CAB16530,TS2-TYPE 2 HARDIRED CAB COUNTY OF ORANGE,B-TS1,"$8,313.01"
CAB16531,TS2-T2 PLUG & GO CABNET CITY OF ORANGE,B-T22,"$7,081.86"
CAB16532,TS2-TYPE 2 HARDWIRED CAB CITY OF CYPRESS VALLEY VIEW @ PLAZAB-,B-TS1,"$5,789.95"
CAB16533,TS2-TYPE 2 HARDWIRED CAB CITY OF CYPRESS ORANGEWOOD & HOLDER,B-TS1,"$5,166.59"
CAB16534,TS2-TYPE 2 HARDWIRED CAB CITY OF CYPRESS CRESCENT @ CAROB,B-TS1,"$5,232.32"
CAB16535,TS2-TYPE 2 HARDWIRED CAB CITY OF CYPRESS BLOOMFIELD @ ORANGE,B-TS1,"$5,296.15"
CAB16536,TS2-TYPE 2 HARDWIRED CAB CITY OF CYPRESS BALL ROAD @ JUANITA,B-TS1,"$5,532.71"
CAB16537,"TS2-T1 PLUG & GO CABINET,AKDOT-CENTRAL REGION,LUCAS ROAD & PARKS HWY",B-TS1,"$19,505.65"
CAB16538,"TS2-T1 PLUG & GO CABINET,AKDOT-CENTRAL REGION,DESKAS ST & PARKS HWY",B-TS1,"$19,494.09"
CAB16539,"TS2-T1 PLUG & GO CABINET,AKDOT-CENTRAL REGION,CHURCH ROAD & PARKS HWY",B-TS1,"$19,494.09"
CAB16540,TS2-T1 PLUG & GO CABINET CITY OF UNIVERSITY PLACE CHAMBERS LANE W & BRIDGEPORT,B-TS1,"$12,491.15"
CAB16541,TS2-T1 PLUG & GO CABINET CITY OF UNIVERSITY PLACE 54TH ST W & BRIDGEPORT WAY,B-TS1,"$12,491.34"
CAB16542,TS2-T1 PLUG & GO CABINET CITY OF RICHMOND,B-T21,"$5,460.45"
CAB16543,TS2-T1 PLUG & GO CABINET CITY OF DANVILLE,B-T21,"$5,013.72"
CAB16544,TS2 TYPE 1 HARDWIRED CAB HO DPT OF TRANSPORT. DISTRICTB,B-T21,"$9,697.80"
CAB16545,TS2-T1 PLUG & GO CABINET CITY OF DANVILLE,B-T21,"$5,013.72"
CAB16546,TS2 TYPE 1 PLUG N GO CAB VT 100 & I-89 EXIT 10 NB OFFR,B-T21,"$7,107.37"
CAB16548,"TS2-T1 PLUG & GO CABINET,CITY OF NORMAN,CEDAR LANE & 12TH",B-T21,"$5,493.24"
CAB16549,"TS2-T1 PLUG & GO CABINET,CITY OF NORMAN,CEDAR LANE & CLASSEN",B-T21,"$5,493.24"
CAB16550,TS2-T1 PLUG & GO CABINET BERNALILLO COUNTY,B-T21,"$6,800.58"
CAB16551,TS2-T2 PLUG & GO CABNIET CITY OF WHITTIER,B-T22,"$6,709.84"
CAB16552,TS2 M49 POLE MOUNT CABINET CITY OF PORTSMOUTH VARS HSIP PHASE 3 & 4,B-T21,"$5,591.43"
CAB16553,TS2 P44 BASE MOUNT CABINET CITY OF PORTSMOUTH VARS HSIP PHASE 3 & 4,B-T21,"$5,587.91"
CAB16554,TS2 TYPE 2 P44 PLUG N GO CAB HAWTHORNE @ ROSECRANS,B-T22,"$7,915.23"
CAB16555,TS2 TYPE 2 P44 PLUG N GO CAB HAWTHORNE @ IMP HWY,B-T22,"$7,899.43"
CAB16556,TS2 TYPE 2 P44 PLUG N GO CAB HAWTHORNE @ EL SEGUNDO,B-T22,"$8,034.36"
CAB16557,TS2 TYPE 2 P44 PLUG N GO CAB HAWTHORNE @ 141 STB,B-T22,"$8,034.36"
CAB16558,TS2 TYPE 2 P44 PLUG N GO CAB,B-T22,"$7,850.91"
CAB16559,TS2 TYPE 2 P44 PLUG N GO CAB HAWTHORNE @ 135TH STREET,B-T22,"$7,949.02"
CAB16560,TS2 TYPE 2 P44 PLUG N GO CAB,B-T22,"$7,371.66"
CAB16561,TS2 TYPE 2 P44 PLUG N GO CAB HAWTHORNE @ 120TH STREET,B-T22,"$7,899.43"
CAB16563,TS2-T1 PLUG & GO CABINET CITY OF SALT LAKE CITY,B-T21,"$4,174.71"
CAB16564,TS2-T1 PLUG & GO CABINET CITY OF SALT LAKE CITY,B-T21,"$4,178.04"
CAB16565,TS2-T1 PLUG & GO CABINET VOLUSIA COUNTY,B-T21,"$8,662.17"
CAB16566,TS1 CAB PLUG N GO CITY OF ST. PETERSBURG,B-T21,"$7,551.95"
CAB16567,TS1 CAB PLUG N GO CITY OF ST. PETERSBURG,B-T21,"$7,551.95"
CAB16568,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,551.95"
CAB16569,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,551.95"
CAB16570,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,552.21"
CAB16571,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,555.29"
CAB16572,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,555.29"
CAB16573,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,556.40"
CAB16574,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,555.29"
CAB16575,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,555.29"
CAB16576,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,556.40"
CAB16577,TS1 CAB PLUG N GO CITY OF ST PETERSBURG,B-T21,"$7,555.29"
CAB16578,TS2-T1 PLUG & GO CABINET CITY OF NORMAN,B-T21,"$5,632.60"
CAB16579,TS2-T1 PLUG & GO CABINET TOWN OF CARY,B-T21,"$7,586.33"
CAB16580,TS2-T1 PLUG & GO CABINET COUNTY OF HERNANDO,B-T21,"$6,930.74"
CAB16581,"TS2-T1 PLUG & GO CABINET,DEMO",B-T21,"$8,661.86"
CAB16582,TS2-T1 PLUG & GO CABINET CITY OF CHINO KIMBALL AVE @ SAN ANTONIO,B-T21,"$14,437.44"
CAB16583,TS2-T1 PLUG & GO CABINET CITY OF CHINO KIMBALL AVE @ CYPRESS AVE,B-T21,"$12,040.53"
CAB16584,TSI HARDWIRED CABINET CITY OF COSTA MESA HARBOR AT SUNFLOWER,B-TS1,"$6,686.74"
CAB16585,TSI HARDWIRED CABINET CITY OF COSTA MESA HARBOR AT LAW COURT,B-TS1,"$5,621.56"
CAB16586,TS2-T1 PLUG & GO CABINET VOLUSIA COUNTY,B-T21,"$8,658.24"
CAB16587,TS2-T1 PLUG & GO CABINET INDIAN RIVER COUNTY,B-T21,"$6,819.60"
CAB16588,TS2-TYPE 2 EMPTY CAB SHELLB,B-T22,"$1,043.01"
CAB16589,TS2-1 PNG CAB ASSY CITY OF CHINO CNTRL AVE @ PHILLIPS BLVD,B-T21,"$11,610.52"
CAB16590,TS2-T1 PLUG & GO CABINET CITY OF LAS CRUCES,B-T21,"$6,792.65"
CAB16593,TS2 TYPE 1 HARDWIRED CAB CITY OF S GATE STATE STR & SOUTHERN,B-T21,"$7,262.86"
CAB16594,TS2 TYPE 2 P44 PLUG N GO CAB CITY OF SHREVEPORT,B-T22,"$5,172.72"
CAB16595,TS2-TYPE 2 P44 EMPTY CAB SHELL CITY OF SHREVEPORT,B-T22,"$1,000.32"
CAB16596,TS2-T1 PLUG & GO CABINET BERNALILLO COUNTY RIO BRAVO & ISLETA,B-T21,"$6,290.55"
CAB16597,TS2-T1 PLUG & GO CABINET NCDOT,B-T21,"$7,105.64"
CAB16598,TS2-T1 PLUG & GO CABINET NCDOT,B-T21,"$7,105.64"
CAB16599,TS2 TYPE 1 HARDWIRED CAB IDAHO DEPT OF TRANS DISTRICT,B-T21,"$9,549.34"
CAB16600,"TS2-T1 PLUG & GO CABINET ALAMOGORDO, CITY OF NM FIRST & WASHINGTON",B-T21,"$6,187.21"
CAB16601,TS2-T1 PLUG & GO CABINET ALBUQUERQUE NEW MEXICO RIO RANCHO,B-T21,"$5,635.49"
CAB16603,TS2 TYP1 PLUG N GO CAB MONTGOMERY COUNTY,B-T21,"$5,761.10"
CAB16604,"TSI HARDWIRED CABINET,AKDOT-CENTRAL REGION,HOMER EAST END ROAD",B-TS1,"$1,406.47"
CAB16605,TS2 TYP 1 HARDWIRED CAB CITY OF PASCO W/COBALT,B-T21,"$9,154.72"
CAB16606,TS2 TYPE 1 HARDWIRED CAB CITY OF PASCO NO CONTROLLER,B-T21,"$7,778.28"
CAB16607,TS2 TYP1 PLUG N GO CAB NTS2 TYP1 PLUG N GO CAB,B-T21,"$8,362.62"
CAB16608,TS2 TYP1 PLUG N GO CAB INDIAN RIVER COUNTY SR 60 AND 94TH,B-T21,"$6,750.27"
CAB16609,TS2 TYPE 1 HARDWIRED CAB CITY OF LEWISTON,B-T21,"$7,018.00"
CAB16610,TS2 TYP1 PLUG N GO CAB CITY OF AURORA,B-T21,"$5,468.18"
CAB16611,TS2 TYP1 PLUG N GO CAB NEWPORT NEWS TECH CENTER LIGHTSTECH CENTER LIGHTS,B-T21,"$5,588.57"
CAB16612,TS2 TYP1 PLUG N GO CAB TOWN OF CARY MORRISVILLE RD & TOWN HALL,B-T21,"$7,537.50"
CAB16613,TS2 TYP1 PLUG N GO CAB NEWPORT NEWS TECH CENTER LIGHTS,B-T21,"$5,588.57"
CAB16614,TS2 TYP1 PLUG N GO CAB LODI PUBLIC WORKS,B-T21,"$6,168.53"
CAB16616,TSI HARDWIRED CABINET CITY OF ANAHEIM VAN BUREN @ MIRALOMA AVE,B-TS1,"$5,716.26"
CAB16617,TS2 TYP1 PLUG N GO CAB CITY OF PLACENTIA BYPASS RD @ ORANGETHORPE,B-T21,"$7,972.09"
CAB16618,TS2 TYP1 PLUG N GO CAB CITY OF PLACENTIA ROSE DRIVE @ DEL CERRO,B-T21,"$7,285.33"
CAB16619,TSI HARDWIRED CABINET CITY OF ANAHEIM TUSTIN @ AUTO EXCHANGE,B-TS1,"$7,628.01"
CAB16620,TS2 TYP1 PLUG N GO CAB CITY OF PLACENTIA ORANGETHORPE @ TRAUB,B-T21,"$6,522.18"
CAB16621,TS2 TYP1 PLUG N GO CAB CITY OF PLACENTIA,B-T21,"$6,522.18"
CAB16622,TS2 TYP1 PLUG N GO CAB CITY OF PLACENTIA,B-T21,"$6,608.29"
CAB16628,TS2 TYP1 PLUG N GO CAB AKDOT-NORTHERN REGION S CUSHMAN & 15TH AVE,B-T21,"$11,926.01"
CAB16629,TS2 TYP1 PLUG N GO CAB AKDOT - NORTHERN REGION S CUSHMAN & 17TH AVE,B-T21,"$11,876.42"
CAB16630,TS2-T2 PLUG & GO CABNIET CITY OF ORANGE,B-T22,"$5,439.73"
CAB16631,TS1 HARDWIRED CAB TYPE G POLE MOUNT CCTV CAB W/SHELF,B-TS1,$633.51
CAB16632,"TS2-TYPE 2 HARDWIRED CAB, CITY OF RANCHO SANTA MARGARITA, NB 241 ON/OFF RAMP",B-T22,"$7,257.50"
CAB16633,TS2-TYPE 2 HARDWIRED CAB CITY OF RANCHO SANTA MARGARITA SB 241 ON/OFF RAMP,B-T22,"$7,425.55"
CAB16634,TS2 TYP1 PLUG N GO CAB CITY OF RICHMOND,B-T21,"$6,252.13"
CAB16635,TS2-T2 PLUG & GO CABNIET CITY OF NEWPORT BEACH NEWPORT COAST & COAST HWY,B-T22,"$8,661.82"
CAB16636,TS2-T2 PLUG & GO CABNIET CITY OF NEWPORT BEACH SAN JOAQUIN HILLS @ MARGUERITE,B-T22,"$8,059.43"
CAB16637,TS2-T2 PLUG & GO CABNIET CITY OF NEWPORT BEACH SAN JUAQUIN HILLS @ CROWN DR,B-T22,"$8,307.40"
CAB16638,TS2-T2 PLUG & GO CABNIET CITY OF LAKE ELSINORE CANYON HILLS @ SAGE LANE,B-T22,"$6,358.19"
CAB16639,TS2 TYP1 PLUG N GO CAB TOWN OF CARY,B-T21,"$8,011.82"
CAB16640,TS2 TYP1 PLUG N GO CAB TOWN OF CARY SPARE 1,B-T21,"$7,453.74"
CAB16641,TS2 TYP1 PLUG N GO CAB TOWN OF CARY SPARE 2,B-T21,"$7,453.74"
CAB16642,TS2 TYP1 PLUG N GO CAB TOWN OF CARY SPARE 3,B-T21,"$7,453.74"
CAB16643,TS2 TYP1 PLUG N GO CAB TOWN OF CARY SPARE 4,B-T21,"$7,453.74"
CAB16651,"TS2 TYPE 1 P44 BASE MOUNT TOWN OF CARY, NC WEST LAKE RD @ MIDDLE CREEK",B-T21,"$7,882.75"
CAB16652,"TS2 TYPE 1 P44 BASE MOUNT TOWN OF CARY, NC OKELLY CHAPEL RD @ GREEN LEVEL",B-T21,"$8,097.48"
CAB16653,TS2-TI PLUGNGO CAB P44 BASE MT NM550 & CAMINO DON TOMAS NMDOT PAINTED INSIDE,B-T21,"$5,686.15"
CAB16654,"TS2-T2 PLUGNGO CAB 55"" P44 BASE MT PAINTED LINCOLN AVE & BATAVIA ORANGE",B-T21,"$9,041.90"
CAB16655,TS2 TYPE 1 P44 BASE MOUNT OREM UTAH,B-T21,"$6,469.90"
CAB16656,"TS2 TYPE 1 P44 BASE MOUNT, FARMINGTON, NM",B-T21,$970.08
CAB16657,TS2 TYPE 2 HARDWIRED R BASE MT CITY OF APPLE VALLEY APPLE VALLEY @ TUSCOLA,B-T22,"$7,749.73"
CAB16664,TS2 TYPE 2 P44 BASE MOUNT CITY OF NORWALK SPARE,B-T22,"$6,953.15"
CAB16666,TS2 TYPE 1 P44 BASE MOUNT KIRTLAND AFB,B-T21,"$8,347.42"
CAB16669,TS2 TYPE 1 P44 BASE MOUNT CITY OF NEWPORT NEWS STOCKB,B-T21,"$5,698.25"
CAB16677,TS2 TYPE 1 P44 BASE MOUNT CITY OF NORMAN SPARES,B-T21,"$7,336.83"
CAB16683,TS2 TYPE 1 HARDWIRE DDE P SIZE IDAHO DEPT OF TRANSPORTATION PRAIRIE AND HUETTER ROAD,B-T21,"$11,617.65"
CAB16684,"TS2 TYPE 1 HARDWIRE DDE 62"" IDAHO DEPT OF TRANSPORTATION PRAIRIE AVE AND MEYER ROAD",B-T21,"$11,701.17"
CAB16685,"TS2 TYPE 1 P44 BASE MOUNT LONGMONT, CO STOCK",B-T21,"$6,531.01"
CAB16687,TS2 TYPE 1 P44 BASE MOUNT LOUISVILLE CO,B-T21,"$5,229.08"
CAB16691,TS2 TYPE 1 P44 BASE MOUNT LAS CRUCES EL PASEO & BOUTZ,B-T21,"$6,337.60"
CCSD004642001F,GROUD F COMP.,CCI,$0.00
CCU2EN,POLARA CENTRAL CONTROL UNIT  CCU W/ USB & ETHERNET PORT,D-TSA,"$2,797.70"
COB11120110000,"COBALT CONTROLLER,DATA KEY, RECEPTACLE INSTALLED",C-COB,"$1,256.43"
COB11120210000,"COBALT CONTROLLER, DATA KEY",C-COB,"$1,256.43"
COB21110210000,"COBALT CONTROLLER, DATAKEY RECEPTACLE INSTALLED",C-COB,"$1,457.66"
COB21110310000,COBALT CONTROLLER FSK 9/25 Telemetry Card Touch Software,C-COB,"$1,463.79"
COB21110810000,"COBALT CONTROLLER, 7A Asynch Serial Comm, Module 2009",C-COB,"$1,309.28"
